person_age,person_gender,person_education,person_income,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file,loan_status
24.475189160042145,0,1,35653.19426344986,0,6000.0,2,14.607847089110233,0.17,654,0,1
24.383747184792295,0,2,80479.67494369585,0,24308.126407603853,1,9.572099295720284,0.3030812640760385,631,0,1
31.49297321255536,0,2,38490.565215656155,0,13076.054018116696,3,12.140669736001547,0.34,673,0,1
24.497928392680176,0,0,67615.90353339234,0,24110.87453088986,0,13.802045027891879,0.3549792839268017,621,0,1
26.661653293336027,0,2,8151.348336124555,0,2560.4910492850163,3,11.410101014042002,0.31154133233340064,664,0,1
24.0,0,2,72905.06657563824,0,5674.4390271131615,0,15.112846348883366,0.08,634,0,1
35.41066083688508,0,3,17673.284085671097,0,4472.838886422739,3,7.8723477861626865,0.25278099402224946,589,0,1
22.369802772617447,1,1,36807.765858224964,0,9108.679815158837,3,10.71114428088411,0.24543399075794184,548,0,1
28.139385504177422,0,1,59293.643471647476,0,4810.217321426097,3,14.097135924383009,0.08379795168059141,661,0,1
29.19802411459773,0,0,68984.57344234103,0,19760.395177080456,4,12.661231146990596,0.28760395177080456,695,0,1
25.565605106122646,0,1,106527.16432857545,0,25000.0,3,15.350267523224625,0.23,611,0,1
32.78979878554748,0,2,46327.08629120485,0,4847.44969638687,1,10.95474589839259,0.1078979878554748,615,0,1
27.501220627027205,1,0,44239.579531643234,1,6824.0268537945985,5,8.652593455891722,0.15,643,0,1
23.024077909916926,0,1,38889.5650641446,0,12000.0,3,6.490161415863186,0.31,629,0,1
29.22498141557381,0,1,118931.20683906884,2,8166.855021741848,3,10.792483274016432,0.07224981415573813,623,0,1
30.08241739148309,0,0,44177.92581739765,0,12008.241739148309,2,6.74082382641406,0.2704120869574155,620,0,1
24.67573866465354,0,2,47804.90361735282,0,15031.777610863954,1,15.434035787250473,0.3167573866465354,580,0,1
24.356065858030732,0,0,76723.15069328797,0,23214.644713989757,1,10.968198439969495,0.3042928942797951,612,0,1
34.95832876927511,0,2,77346.1568148022,2,4803.125342304366,5,12.428334246144978,0.06010417807681222,676,0,1
29.803303360736543,0,2,49014.43059895502,0,15466.299626584829,3,13.535997675881461,0.3193259925316966,650,0,1
25.577953992496063,0,3,38987.11832447808,0,6288.976996248032,2,13.91119109713075,0.15866930988744096,603,0,1
40.63070973517052,0,2,72723.32413547151,0,16069.75801939803,0,12.321095428574225,0.22369290264829478,663,0,1
26.174340229685743,0,1,14798.188737063167,0,5483.85148040735,4,9.763300582390759,0.36724780076561914,591,0,1
31.46082288172924,0,2,30968.923080428212,0,10885.278119682427,0,12.81553370035343,0.35179725706090254,684,0,1
24.308236050929942,1,2,107528.73781621225,1,11739.880366308902,0,13.951459784681026,0.11075291847210174,668,0,1
24.01175226760409,0,1,39529.561994337695,0,14989.71676584642,1,13.050629903526296,0.3797649546479182,654,0,1
37.81543435633588,0,1,29802.665588946056,0,8000.0,3,13.724977509234606,0.27,690,0,1
27.222055744713316,0,2,51312.49691310482,0,6055.078453274297,4,14.670936168501417,0.12,652,0,1
25.0,0,2,46740.52422096695,0,20000.0,1,11.118009701653627,0.42927184530421575,635,0,1
25.348299417386187,0,1,71219.43681584792,0,19934.82994173862,2,9.858625297594175,0.28,608,0,1
30.4749741723323,0,3,94738.33294141665,0,10000.0,1,14.702645791272499,0.11,681,0,1
27.0,0,0,72717.23894601072,1,2947.388278901631,2,11.57639967052101,0.04,635,0,1
45.115137571324844,0,3,90723.12362192395,1,15677.697248573502,4,16.594033937410522,0.17194243121433758,686,0,1
66.4379706949029,0,2,36423.73599181721,0,1534.3043957645648,4,16.720601670099025,0.0442481172203884,645,0,1
33.946226370049835,1,0,13740.12877243627,0,2368.2782962562296,1,14.808386791101496,0.17209669777537376,637,0,1
27.613370169761843,0,0,57788.179344940116,2,4613.3701697618435,0,14.21063426514745,0.08226740339523686,679,0,1
29.6217270821649,1,2,72990.4194989519,0,5655.431770541225,2,12.915988803105714,0.07655431770541225,574,0,1
44.0,1,1,74723.7189707886,0,10690.94575799965,3,16.26724339360028,0.143818915159993,643,0,1
25.377866058690977,0,0,71774.34597055228,1,7958.524403912732,2,15.99,0.11,648,0,1
24.409027120914647,0,0,76526.57178357776,0,20000.0,3,11.075007016699388,0.26,592,0,1
30.0,0,2,44460.76505680019,0,23223.611401468093,4,13.11830673451104,0.5245846632744481,660,0,1
28.887708762132895,0,0,53713.5109146834,0,4011.303984611955,3,12.497273659708394,0.07037430412622368,616,0,1
34.22749094252348,0,3,18090.380914832425,1,5465.024003677583,4,11.079163314763441,0.3038199275401879,616,0,1
25.0,0,0,41762.78282756066,2,5817.339057008245,3,13.695004306902234,0.14086695285041226,635,0,1
24.143053803686836,0,2,25485.06114456812,0,11143.053803686837,2,10.250928069617002,0.4414374211659076,616,0,1
23.377865991561723,1,1,168880.16419240812,0,6511.463966246888,4,15.491913627005053,0.03755731983123444,636,0,1
24.5373603981903,1,0,44002.354104832804,0,2615.6599004524246,2,8.374778184795982,0.06231319800904849,579,0,1
29.092730996897444,0,1,91171.52933245564,2,3728.4873312649615,0,9.54273893200249,0.03728487331264962,563,0,1
23.0,0,2,51415.048773162176,0,6000.0,4,14.4474654030811,0.12,643,0,1
23.532429037747583,0,1,49450.66556130882,0,17488.31072594369,1,10.288024616800783,0.35467570962252415,579,0,1
25.0,0,2,45514.579811152485,0,4200.0,4,11.008885862086132,0.09,681,0,1
40.22234773967175,0,1,94450.78260977144,0,24229.62753767214,2,15.79546047822826,0.26,609,0,1
22.078683468494475,0,2,106688.590511541,0,25000.0,4,15.581376960698654,0.23,666,0,1
25.568956584788165,0,1,45037.90550204226,0,2800.0,2,14.617267640722794,0.06,592,0,1
25.227321614818653,0,1,183189.42671209492,0,24386.339192590673,2,16.866681595488604,0.13,629,0,1
29.0,0,2,74461.26302017976,2,15000.0,2,14.11270057792315,0.2,644,0,1
30.712481396455516,0,2,36931.72158199418,0,5871.248139645551,3,13.327791621476049,0.1567812034911388,589,0,1
22.922681207142194,0,2,53600.020268857435,0,7577.318792857807,2,15.588096606353947,0.14154637585715615,625,0,1
30.543932269602703,0,1,38444.686171279274,0,4891.757478349063,3,11.806690511149938,0.124560677303973,633,0,1
21.81838455635945,0,2,41800.93978676124,0,1200.0,4,14.261298348210147,0.03,520,0,1
26.0,0,2,37164.42811039005,0,8000.0,1,9.984257170343696,0.21982968538911996,616,0,1
21.835784633639555,0,1,53694.41667754375,2,15000.0,2,14.403651349748449,0.28,619,0,1
22.357683673819935,0,0,35793.543887690954,0,8957.077959141609,2,11.226994762117426,0.2488077210872669,686,0,1
23.0,1,0,16659.914302186167,0,2487.019772005743,0,16.469745417676883,0.14652648290043074,621,0,1
31.16744135310938,0,2,36763.15627496019,0,18300.279159823087,4,8.975628041426015,0.4991627932344531,689,0,1
23.683170122894172,0,2,111948.21002304881,0,30239.10954301296,0,14.98861322324406,0.27,655,0,1
25.510172862238587,0,2,59701.29577788007,1,4921.943552077496,2,11.49452424674654,0.08,675,0,1
29.272141591954163,0,2,54001.39882006705,0,4904.007866219676,4,15.44611012707546,0.08808015732439352,639,0,1
24.110053747153824,0,1,18142.9663230888,0,1933.8518811503839,4,15.595119570022769,0.10622010749430766,640,0,1
32.49502817178305,0,2,55359.08640331273,0,17214.995975459566,2,13.093274657914064,0.30822493963189346,643,0,1
38.87410106301657,0,0,77922.14661375714,1,8907.373671229292,4,11.636976706177501,0.11125898936983433,629,0,1
24.47377388773471,0,0,117035.78735956302,2,9618.443471933677,3,16.04325880395223,0.08618443471933676,599,0,1
25.841730194377124,1,3,24122.439982918633,0,6138.410980672876,2,9.433824754455372,0.25594038543660413,679,0,1
30.3968361071427,1,2,231070.03426360758,2,6579.917028571092,2,12.607077273214472,0.029312240714284662,628,0,1
30.861895699975822,1,0,173668.31572189112,0,12782.48572746192,1,19.83841796897171,0.0690793046665055,676,0,1
24.113214676609896,0,1,75269.888674625,0,25000.0,2,15.035641840814272,0.33,609,0,1
26.169137913101235,0,2,123094.17608037395,0,35000.0,4,16.91801337950905,0.28584568956550616,640,0,1
27.775172239519332,0,2,25044.21950784401,1,10074.94258682689,1,10.800535469818843,0.4037471293413445,620,0,1
23.085350302945592,0,1,90281.10128368986,0,7008.535030294559,3,6.411089102652069,0.08,566,0,1
31.228345787352275,0,0,84313.27562843586,0,12705.92121258707,4,15.511771654212648,0.14822834578735228,637,0,1
27.435326451375893,0,1,26857.995736719207,0,7927.445591437351,2,10.558076060232434,0.29564673548624104,700,0,1
28.0,1,2,101750.1627701508,2,2787.7959417333855,1,15.395807675229628,0.03,662,0,1
24.95028170751203,0,1,68287.36759746935,1,8000.0,4,11.8715844505859,0.12,602,0,1
42.0,0,0,44240.52154348344,0,12309.80706457028,2,12.467726684536707,0.2761961412914056,693,0,1
33.53502387002955,0,2,51565.41073842854,0,18838.561803790806,0,8.591264513222741,0.3684500795667652,697,0,1
33.59379261034003,0,3,137732.9216563791,2,35000.0,5,18.55460192747249,0.25,702,0,1
30.425934681044247,1,2,93330.07591672828,1,20000.0,2,14.19767817089214,0.2148518693620885,657,0,1
25.084426727779796,0,0,226608.74096369103,2,25422.133638898988,3,13.145864198525526,0.11211066819449492,619,0,1
22.85359187212632,0,2,32291.063380004336,1,1138.7086792205268,0,11.803840441077476,0.034267959360631595,590,0,1
29.208330427944958,0,1,260833.7862357955,1,12148.150730715592,5,14.026342550625872,0.049305565240183466,538,0,1
22.0,1,2,34634.87907069137,0,1003.6779120958854,0,10.244401400476264,0.0301021642248857,582,0,1
26.276217274545715,0,1,90372.46589888862,0,25000.0,3,14.14207197039744,0.27531968960779185,642,0,1
22.0,0,1,48547.049634719944,1,6624.758593109751,1,9.8480842046744,0.13874275779329254,652,0,1
28.842417559975196,0,3,95735.91412897538,2,9000.0,2,9.462369249620837,0.09,603,0,1
24.0,0,2,31275.014761455925,1,3844.0324031731916,2,15.831036903406734,0.12415121511899468,599,0,1
22.536669172342616,0,1,35809.805576436185,0,11670.750563777088,3,12.54282651528035,0.3251222305744754,573,0,1
22.438855028168007,0,2,37161.03826740926,0,14000.0,2,8.863910970277384,0.37438855028168005,577,0,1
37.353976481737064,1,2,83479.48082935909,1,6187.61411095776,2,14.240934782736232,0.0718761411095776,541,0,1
29.32108017320352,0,2,43239.95800761094,0,11232.108017320352,2,9.49553653326658,0.26160540086601763,662,0,1
41.91353850468352,1,0,59301.043512178556,0,7221.902828331115,3,13.850289705949173,0.11755044525329786,656,0,1
23.49131667231227,0,2,31600.707242626,0,6098.263334462454,4,13.662358671634799,0.19,601,0,1
27.766666910860792,1,1,34496.28327338368,0,10460.108280892644,2,9.660166614164929,0.30116666544569604,637,0,1
31.23127985708022,0,2,67431.47000375099,2,16153.744028583957,3,10.83445300544849,0.24,693,0,1
27.052342733030905,0,2,130809.978806441,2,25000.0,5,15.21281540053927,0.19,691,0,1
23.0,0,2,47324.9450754232,0,12000.0,0,11.380855852742565,0.2554285535103134,621,0,1
24.380695821960227,0,2,51965.54410503877,0,10496.37186906018,4,9.026325443207101,0.19936550696339964,629,0,1
23.306912241230428,0,2,33522.17859001564,0,9440.678178672955,1,10.5984892799029,0.2830691224123043,626,0,1
28.87639425984193,0,2,37628.15797885043,0,13061.802870079035,0,13.950135430588645,0.35123605740158065,598,0,1
27.82788041067539,0,2,71748.4123133822,2,4758.458660017895,3,8.629483751009968,0.06738874227046374,649,0,1
24.500074556559944,0,1,29833.005815411674,0,10000.0,2,9.277586112826738,0.3374996272172003,566,0,1
26.395684097002988,0,1,51283.87759677053,0,4869.78420485015,2,13.796905892212294,0.09348921024250748,565,0,1
30.66102272309675,0,0,28469.759159208672,0,7493.218751148394,3,14.136513405524623,0.2633897727690325,671,0,1
34.91203421898694,0,3,47144.19730194724,0,7929.627375189554,2,17.52877831713669,0.16824068437973885,713,0,1
30.360683314131606,0,0,247074.4463014316,2,27732.194476447323,1,13.513515376279754,0.11092877790578931,680,0,1
25.0,0,2,15445.993504082835,0,4247.4837602070875,5,12.520727245727754,0.2745324672110447,594,0,1
23.660494092728158,0,1,68331.56158950318,0,21368.827067545146,2,17.324998924450966,0.31,663,0,1
24.171764239498103,1,2,83939.63054579432,0,9942.745253500632,3,15.89352302530093,0.11942745253500632,642,0,1
28.034505731909682,0,2,19334.919486625546,0,4919.465827380781,0,9.017444156010269,0.2550287547765914,622,0,1
23.521177086671777,0,2,130702.60273903224,0,10148.437748997705,4,11.095017012263334,0.08097720703750959,673,0,1
28.266767376660212,0,2,30699.632928818828,0,1500.0,1,8.343240691302807,0.05,588,0,1
23.0,0,1,42955.80932930871,1,13122.350704705146,2,11.266483212515448,0.30477556599563177,605,0,1
28.75039071889252,0,2,99367.43525336636,0,16989.58227637248,2,19.832137758455218,0.1687519535944626,696,0,1
28.630210262399284,1,1,87690.300991482,1,24369.789737600717,3,12.255981153315126,0.2736978973760072,603,0,1
28.078707001368517,0,0,60679.51642420959,0,25000.0,2,13.149353500684258,0.4115741400273703,639,0,1
27.0,0,0,58368.052881227406,2,13350.735605080754,1,8.20969146877591,0.22526103407621131,673,0,1
25.96467875972288,0,1,66428.31962023016,0,18299.725499060227,2,14.579762603878523,0.2751766062013856,632,0,1
24.251256148335518,0,3,42313.31149830598,0,4657.035092709698,2,12.867639235566193,0.11251256148335517,622,0,1
25.508113643545776,0,2,63931.41786577664,2,3295.1318138725346,3,10.956558484752723,0.054918863564542245,666,0,1
27.153367946706933,0,1,34764.386528213174,0,12000.0,2,7.566746140281564,0.35,655,0,1
34.8680960611692,0,2,45367.34100250409,0,14000.0,5,7.831195542632604,0.311319039388308,659,0,1
27.317200041631406,1,1,35670.57932868449,0,3002.6433336802615,1,8.15279203580301,0.08035244449070157,662,0,1
35.37027251381801,0,2,95416.99372198325,1,25000.0,4,15.753819984346654,0.26,701,0,1
21.061675074086114,0,2,23881.26293965535,0,6000.0,4,11.001365489627943,0.25,586,0,1
23.779315544422445,0,2,29618.86852095188,0,7198.616010019799,2,14.924843964930703,0.2466205336673266,648,0,1
40.40687377615852,0,2,76193.87276792554,1,7754.296110099072,2,18.814185054232023,0.10305155332118887,593,0,1
24.248833489204376,0,2,60088.90361273529,0,6051.633115113873,1,10.728818157199054,0.10253499532386871,652,0,1
22.312161693993566,0,1,41335.11545709814,0,7937.567661201287,3,10.647351145357169,0.19,584,0,1
30.565436765548565,0,0,37836.76348097589,0,7113.087353109713,4,12.638457884779871,0.19,591,0,1
31.60003176833009,0,2,18122.79893046622,0,4360.008471554691,3,14.005991316656441,0.24000052947216818,616,0,1
23.920143988396326,0,1,48336.102116664675,0,18000.0,1,12.902971633933415,0.37460071994198163,658,0,1
29.0,0,2,96808.32087745663,0,31326.44938874459,2,12.488975368214719,0.3232644938874459,652,0,1
24.64541535536274,0,2,72416.33996634299,0,23897.954623437327,3,12.334007070112634,0.33,653,0,1
31.921873833267732,0,0,91536.81926917534,2,19382.41329685761,3,16.927013977041995,0.21230902907414695,672,0,1
38.9061292262096,0,3,710828.324657589,2,21686.51021023191,0,10.342556600597696,0.03,675,0,1
27.0,0,1,65869.95123527342,0,20000.0,1,13.415980838754646,0.3,592,0,1
28.928371843721052,0,1,54833.12342899735,0,14000.0,0,12.569664697451365,0.25071628156278947,596,0,1
23.263784102448273,0,2,19010.85578489203,1,3263.784102448274,3,12.9473708315476,0.17055136409793098,593,0,1
28.085292969026963,0,2,65397.03957606743,0,7748.13166704815,1,11.130624345182277,0.12,665,0,1
29.703355191771962,0,2,90173.81557996756,2,10000.0,4,15.984552256047017,0.11,646,0,1
38.497197870845966,0,2,45394.51401064577,0,5663.8919123941905,3,14.510424346776071,0.12621297034216789,645,0,1
36.53459960435026,0,2,58485.183163600224,0,14749.240030405588,0,10.94156170781361,0.25046540039564974,626,0,1
27.96111143806551,0,1,62188.656676279126,1,13132.178910925615,2,15.79890007650733,0.21,601,0,1
27.3789468985569,1,2,29913.610513159594,0,5000.0,2,12.485278459955117,0.17,589,0,1
22.252557474679442,0,2,89813.21614771092,1,3696.931030384671,1,9.454692555031695,0.037474425253205594,560,0,1
24.616211329090547,1,2,73077.50873854732,0,20000.0,1,11.240273202545673,0.27,660,0,1
23.895692360905926,1,1,106970.7650594424,1,8882.637896334289,2,14.415884635339722,0.07895692360905927,646,0,1
25.99658993699547,0,0,12254.620631466825,0,2950.426257875566,3,17.47361464726323,0.24001705031502263,612,0,1
25.63636581016664,0,0,79015.09123733516,0,20000.0,2,11.444544172001681,0.25,655,0,1
33.0,1,0,97669.80759865165,0,21449.32876779956,2,16.899747268084926,0.21748881279665935,626,0,1
28.991866129852113,0,1,53329.02486763863,0,13622.611840714533,4,11.6857703875231,0.2524898326623152,557,0,1
22.53535399885921,1,1,30356.767286959403,2,5232.3230005703945,2,14.675051816771568,0.17464646001140788,661,0,1
25.931453246823576,0,2,97989.66064096792,0,6051.410064882318,0,7.831484272397425,0.06068546753176424,681,0,1
31.913191126241276,0,3,22695.17577035219,0,6000.0,3,9.960633252052755,0.262981155533941,622,0,1
28.55369349791652,1,2,54679.03572279267,1,6000.0,1,16.646207275729218,0.11,680,0,1
23.21085479047801,1,2,60843.787479126426,2,12000.0,1,8.074379820578198,0.1978914520952199,569,0,1
31.11760166870799,0,0,54306.9947130817,0,5000.0,0,16.792482065753553,0.09,633,0,1
23.0,0,1,27690.25283006823,2,1622.8087031033906,4,7.560800187155711,0.06251064493459968,656,0,1
22.78261974159929,1,2,22173.041418191733,0,3882.607038760106,1,12.558275947283033,0.17608690129200355,661,0,1
31.12326184166362,1,1,8172.77586618106,0,2504.3452749269836,3,10.242434597546252,0.3032689135477148,707,0,1
25.27713955613491,0,2,23916.647610835258,0,3819.2848890337273,3,9.729539118148969,0.1627713955613491,632,0,1
27.751577024022126,0,2,10853.702373874532,0,1856.3738960831845,2,11.349899070462584,0.17,673,0,1
23.193850271459308,0,0,66715.07553643404,2,6000.0,2,11.594986633015061,0.09,624,0,1
23.0,1,0,24173.101638620425,0,6039.856551722076,0,8.178901406811745,0.251594262068883,547,0,1
26.0,0,2,27169.69638885502,0,6521.5752711777295,5,15.358494576445404,0.24,600,0,1
30.5698355474855,0,2,131636.6024989657,0,6202.230233520299,3,12.476860783074443,0.044301644525145,607,0,1
24.962815882753933,0,1,69353.63212999319,0,21668.393500340844,0,12.081101087252863,0.30962815882753936,662,0,1
22.92047102570501,0,0,29443.18179732967,0,2690.353269278757,2,13.62048552832542,0.09301177564262525,689,0,1
23.032199764344746,0,2,53622.18958397544,0,7500.0,3,16.004293301912632,0.14,644,0,1
42.753906137340245,0,0,65859.373435382,0,1269.7250021630673,5,14.332356774964191,0.02,656,0,1
25.0,0,0,47807.6324628896,0,6000.0,3,13.552682222660042,0.1296555921831866,628,0,1
37.80758851667481,0,2,68643.5296029045,2,6109.62057416626,2,14.426342296515392,0.09,696,0,1
32.73245011586731,0,3,65167.059860959234,0,1280.2649652398081,2,15.789681716671861,0.02,579,0,1
27.0,1,1,111376.73617080592,2,25000.0,2,16.05628040064046,0.22,617,0,1
28.273571573555273,0,2,36927.84716344485,0,5709.428629422109,4,15.701750456699113,0.15273571573555275,535,0,1
28.0,0,2,47597.69657909311,0,12000.0,2,11.513903313126619,0.25,642,0,1
23.185559387953496,0,2,71420.93136994012,0,9694.584770482561,2,17.01205026968932,0.1359277969397675,626,0,1
33.4264792206392,1,0,58079.34923100941,0,14224.78868276583,0,14.098552183644864,0.24224788682765827,661,0,1
25.0,0,1,37443.098977428504,0,2646.3149040996336,2,11.836790757121278,0.06923442963862804,651,0,1
25.0,0,2,23364.97293429993,0,4203.192647809719,0,10.287224095579058,0.18219155886858318,604,0,1
24.0,0,0,100493.48649639708,0,27087.64691301086,0,13.709117282527155,0.27087646913010865,669,0,1
25.452160752209156,0,0,102358.16680619294,0,26356.48225662747,4,12.12472003631053,0.2535648225662747,660,0,1
26.126328893475275,0,1,42687.92079182099,0,19774.734221304945,4,10.3059323791397,0.4664840532782967,570,0,1
27.16178858502363,0,2,59241.81789393442,0,16000.0,2,14.596008159328969,0.27,666,0,1
24.3999945968095,0,1,94169.60756986988,2,15000.0,1,12.589978657397523,0.16,608,0,1
38.13825826558109,1,0,71016.24972682989,0,21000.0,1,11.772170962964678,0.29712752755193694,631,0,1
23.0,0,0,48253.123068371846,0,18957.4565150701,1,10.561715425646035,0.38914913030140197,608,0,1
29.709466134905938,0,0,182754.65931058733,0,34354.733067452966,1,17.91058959348026,0.18612839840471782,678,0,1
27.636680760621836,0,2,42530.013583557506,2,6000.0,2,16.416227272932613,0.14,540,0,1
24.170500306102916,0,3,65591.8470410178,0,8211.946659240484,4,15.667619277597115,0.12414749846948542,658,0,1
30.0,0,2,65861.73437486067,2,23878.567674734368,3,15.851768477225745,0.3651427069893747,630,0,1
24.332518856602793,0,2,71581.5305428774,0,9966.74811433972,1,17.12608626468256,0.14,643,0,1
24.407229280256978,0,2,24438.132788982453,0,5000.0,5,12.019928615037305,0.20592770719743023,621,0,1
21.23869008454762,0,0,53870.485144504404,0,5380.654957726189,0,12.92651576636046,0.09761309915452379,655,0,1
22.667845083547334,0,1,21820.0736056879,0,6749.558093669749,1,7.56455571401131,0.31,577,0,1
24.312818422706385,0,1,37063.03841451089,0,14461.691512115089,3,14.049988282022381,0.39265386182970213,622,0,1
29.19624882639892,0,0,89804.79049760685,0,16000.0,3,12.903938732281134,0.18,668,0,1
24.06480896954243,0,2,51907.50157822354,0,10495.651246142512,4,8.892003485173547,0.19935191030457572,630,0,1
25.336896185314774,0,1,46981.62897141617,0,15000.0,1,16.321979449580386,0.32,627,0,1
30.985034159041007,0,2,61186.13696983803,1,2011.2219933075585,2,6.093494199931358,0.03,624,0,1
32.93576326754935,0,2,93735.25441293028,0,34978.58775584978,5,8.534965712715458,0.36957175511699564,565,0,1
32.78823449335812,1,2,121794.86848360965,2,12127.6708176529,5,14.519835051487508,0.09663529651992565,635,0,1
28.1204025724418,0,2,74600.52863860133,0,7701.678864946805,2,11.218061001133101,0.1,662,0,1
37.500076831159646,0,2,141378.92104059985,1,24657.606190288272,0,13.615654044584756,0.17543474920384364,647,0,1
22.08683642044001,0,1,58682.91316357956,0,14086.836420440011,0,13.644728547205164,0.24173672840880023,630,0,1
30.47569012980758,0,2,73123.09620763172,0,24000.0,4,16.43066538741325,0.33,579,0,1
29.262182484115584,0,0,23774.9694373239,0,5000.0,2,12.57089900535627,0.20789636252647403,595,0,1
23.97234037659568,1,1,58236.11059249356,0,24000.0,3,16.159723173765666,0.41027659623404317,524,0,1
32.25868067204857,0,1,18859.86729774512,0,4800.0,2,10.764898307334576,0.25608382953149794,622,0,1
23.955654391031324,0,2,36648.822487209,2,9201.358002802712,1,14.058092747748965,0.2552217280448434,557,0,1
24.443078432166836,0,0,64285.228751651724,2,7759.486927972193,2,15.092244901301525,0.12,551,0,1
35.386448374454346,0,2,50520.28269660659,0,21017.7766252249,1,12.24560061841895,0.4177289674890869,663,0,1
37.93738013445828,0,3,54014.4821150079,0,1746.869006722914,0,12.614741090429888,0.03,685,0,1
25.36458741686465,0,0,59087.43206115801,0,8781.247549881211,3,16.216679733966878,0.14635412583135352,585,0,1
41.26820956977489,0,1,137194.3858440858,0,11839.074258135064,0,15.865224691188118,0.08865895215112554,651,0,1
28.59588433825603,0,2,41728.61078536356,0,5595.884338256031,2,12.188449548678303,0.13191768676512064,634,0,1
37.57153623073053,0,3,129751.26681332738,0,20000.0,3,16.075668261362697,0.15142884057682632,697,0,1
22.548880354789997,0,1,30865.73019796253,2,5602.915066523125,2,13.455023190699624,0.18274440177395,650,0,1
23.962334648303482,0,1,72331.96909959159,2,20000.0,1,11.603851357648681,0.28,584,0,1
24.305060717004757,0,2,85227.19897741723,0,9861.01214340095,2,14.768574864973699,0.11652530358502378,633,0,1
22.639573873332083,0,3,33877.82106157865,0,5180.213063333959,5,14.087634649201277,0.15720852253335837,609,0,1
31.445877341914844,0,2,43383.94689899931,0,10829.00040866296,1,11.14056661007236,0.25,585,0,1
29.407204336609663,0,2,48919.58575685989,0,7016.288173464387,4,14.649389224569815,0.14081440867321934,707,0,1
54.33286349351349,0,1,119334.75867576346,0,13110.954497837833,4,16.180435360874593,0.11110954497837833,650,0,1
24.01185572390135,0,0,71796.93298484889,0,18000.0,3,14.966164976428702,0.25,603,0,1
37.24255935013144,0,2,42746.87386259983,0,6951.488129973713,4,16.74671430238738,0.15951488129973712,678,0,1
25.336663969089805,0,2,19699.07009049144,0,3345.5498491809303,3,10.953067618175595,0.1690999926429722,623,0,1
22.0,0,1,35692.194768508045,0,3972.525645977326,1,15.166106391334452,0.11,684,0,1
38.64872590347538,0,1,69819.99884905908,0,21351.274096524623,2,10.80189807227803,0.3070254819304924,643,0,1
35.43025176883671,0,2,17844.788277126576,0,4799.139496462327,1,12.618922889011726,0.27,689,0,1
23.0,0,2,51453.88783604494,2,1941.5108833957515,2,14.553695261523053,0.04,636,0,1
23.570657262700344,0,2,41369.54200764357,0,9000.0,2,13.663556271556601,0.22,590,0,1
32.18272347461775,0,2,32504.794587003656,0,12000.0,2,6.837854299727889,0.37091361737308876,682,0,1
23.263397719876327,0,0,50109.09239394969,0,15000.0,2,12.553352438340482,0.3003762824569662,657,0,1
23.0,0,1,89531.54746918705,0,15000.0,2,12.131071732328644,0.17,598,0,1
24.66155694867207,0,2,68319.63495822664,0,25000.0,4,13.569336494318843,0.36665389237168017,635,0,1
21.93737912622141,0,1,60325.68376116933,0,6000.0,5,13.265203067948033,0.1,625,0,1
24.945326928022446,0,1,34598.5637258336,0,6000.0,0,10.8650055520471,0.17,629,0,1
34.810986403970155,0,3,23718.65445754242,0,3485.8239802977614,3,9.334648553692313,0.1495274660099254,685,0,1
26.829851095542708,0,2,89106.94332270078,1,27350.948029698455,1,13.883701372037766,0.3062238832165703,595,0,1
24.552706316591816,0,1,24427.088289573978,0,3680.911710426023,2,15.389448717404854,0.1529819578893879,650,0,1
31.036702247423467,0,1,44255.393867948354,0,12005.964115206314,1,10.289898707421179,0.27018351123711737,590,0,1
32.15830960520196,0,3,71677.66085936435,0,17280.04735938824,2,16.119244888301974,0.24263098627828292,672,0,1
24.52767834957169,0,1,41896.55356699143,0,1500.0,3,13.098105394624927,0.04,618,0,1
32.0,0,1,76665.10889817069,1,3955.451977376171,0,12.293877118775104,0.05,592,0,1
31.46631658992701,0,2,16548.279071438687,0,3741.2948248919715,0,7.617681613784814,0.2267978995395621,514,0,1
24.560411510015612,0,1,40688.24412123257,0,10000.0,3,13.287301980894915,0.24560411510015612,664,0,1
25.705355711931762,0,2,41687.52458040128,2,5426.338927982941,1,10.728080736338084,0.12852677855965883,541,0,1
22.910289485761396,0,1,44736.22384894095,0,5000.0,2,16.37916881657449,0.11,647,0,1
26.0,0,0,89067.0531726431,2,15805.147760226986,5,16.002059104090794,0.1789460862247443,627,0,1
23.748877570321486,0,1,73883.86379934703,2,24811.658177741116,4,17.218787775947206,0.3387443878516075,597,0,1
30.45011500054459,1,1,18231.578852518243,0,4790.627587512253,2,13.59497482606467,0.26,675,0,1
23.50089521556976,0,1,20343.448972712522,0,3187.61190194622,3,12.79432858832268,0.1575044760778488,680,0,1
27.111573857812143,1,2,69558.07758573718,0,25310.42855972709,3,15.40535298506437,0.3666527842656357,572,0,1
29.707029340607978,0,1,54067.08979219641,0,15000.0,2,9.674249540974259,0.28,688,0,1
29.606379478574034,0,1,24633.688587737874,0,4000.0,3,14.056787229730125,0.16393620521425967,670,0,1
25.324074523111285,0,2,42901.03242200112,0,11594.444713866773,3,12.304096296082971,0.26986111784666933,647,0,1
25.573320787907342,0,1,59819.56195708645,0,2500.0,5,14.080829473569427,0.04,616,0,1
